new_text,missing,deficient_slot,slot_freq,prompt
직접끓인국물,끓,(ㅀ|jong),173,"Realistic Korean street photograph. A bright, two-toned green and red sign hangs above a storefront entrance on a brick building, under clear, sunny skies., content of the text in the graphic is '직접끓인국물' in middle."
끓인설렁탕,끓,(ㅀ|jong),173,"Realistic Korean street photograph. A close-up shot of a dark wood-grain sign with white and gold lettering, mounted on a concrete facade above a storefront entrance, under overcast skies with raindrops visible on the glass windows above., the written materials on the picture: '끓인설렁탕' placed at right."
끓는점맛집,끓,(ㅀ|jong),173,"Realistic Korean street photograph. A white business sign is mounted on the brick facade of a building, with bare tree branches and overhead wires visible against a gray, overcast sky., content and position of the texts are '끓는점맛집' at middle."
펄펄끓는국물,끓,(ㅀ|jong),173,"Realistic Korean street photograph. The image shows the facade of a multi-story building with several brightly lit signs mounted on its beige stone walls, featuring colorful lettering and decorative elements, set against a backdrop of dark-framed windows with ornate black railings under what appears to be overcast or diffused daylight., texts that say '펄펄끓는국물' at left."
매일끓여요,끓,(ㅀ|jong),173,"Realistic Korean street photograph. A bright red sign for a Korean establishment, likely a board game cafe, is illuminated against a dark night sky, with several streetlights visible above it., captions are '매일끓여요' placed at left."
정성껏끓인,끓,(ㅀ|jong),173,"Realistic Korean street photograph. A bright yellow sign with colorful lettering and a cartoon chef is mounted above a red and white striped awning, set against a tiled wall under even, diffused daylight., these texts are written on it: '정성껏끓인' placed in left."
오래끓인사골,끓,(ㅀ|jong),173,"Realistic Korean street photograph. A close-up shot captures a building facade with a white panel displaying dark, three-dimensional characters, set against a backdrop of reflective glass windows that mirror the surrounding urban environment under bright, clear daylight., captions are '오래끓인사골' positioned in bottom."
보글보글끓여요,끓,(ㅀ|jong),173,"Realistic Korean street photograph. A nighttime shot of a Korean business sign with illuminated white lettering on a dark facade, mounted above a glass storefront with interior lights visible, under a clear sky., content of the text in the graphic is '보글보글끓여요' on left."
직화로끓인,끓,(ㅀ|jong),173,"Realistic Korean street photograph. The image shows two illuminated signs on a building facade at night, with the upper red sign advertising a Korean skin care business and the lower black sign advertising a beer and coffee shop, both featuring Korean and English text against dark backgrounds., these texts are written on it: '직화로끓인' placed on left."
끓이는방식,끓,(ㅀ|jong),173,"Realistic Korean street photograph. A close-up shot captures a brightly lit, orange-red sign for a restaurant, mounted on a building facade with white brickwork and a black metal railing above, under the glow of an artificial light source., these texts are written on it: '끓이는방식' positioned at center."
시원하게뚫리는맛,뚫,(ㅀ|jong),173,"Realistic Korean street photograph. A close-up shot captures metallic lettering mounted on a dark, tiled building facade under bright, direct sunlight, with a security camera and a small orange address plaque visible below., with the words of '시원하게뚫리는맛' placed in center."
뚫어라주방,뚫,(ㅀ|jong),173,"Realistic Korean street photograph. The image shows the brightly lit, modern facade of a restaurant at night, featuring large white lettering on a gray signboard above glass doors, with warm interior lighting visible through the entrance and decorative wall-mounted lamps illuminating the tiled exterior., these texts are written on it: '뚫어라주방' positioned at middle."
뚫어주는매운맛,뚫,(ㅀ|jong),173,"Realistic Korean street photograph. A bright yellow and black storefront sign with a cartoon mascot is mounted above a glass door, illuminated by artificial lights against a dark, nighttime urban backdrop., with the words of '뚫어주는매운맛' positioned in top."
속이뚫리는국물,뚫,(ㅀ|jong),173,"Realistic Korean street photograph. A close-up shot of a weathered, off-white storefront sign with a paw print graphic, mounted under a white overhang with a security camera and a thin wire running across the frame, suggesting an urban street setting under natural daylight., captions are '속이뚫리는국물' placed at middle."
뚫고나온맛,뚫,(ㅀ|jong),173,"Realistic Korean street photograph. A bright blue sign with white text and pet-themed icons is mounted above a stone-clad storefront, set against a brick building under clear, sunny skies., captions shown in the snapshot are '뚫고나온맛' on left."
싫증나지않는맛,싫,(ㅀ|jong),173,"Realistic Korean street photograph. A weathered blue sign with white text is mounted on a rough concrete wall beneath a corrugated metal roof, with a building visible in the background under an overcast sky., texts that say '싫증나지않는맛' placed at left."
싫다면말해요,싫,(ㅀ|jong),173,"Realistic Korean street photograph. A close-up shot of a bright red sign with bold white text, mounted on a building's exterior wall, under even, natural daylight., the written materials on the picture: '싫다면말해요' in top."
절대싫증안나,싫,(ㅀ|jong),173,"Realistic Korean street photograph. A close-up shot captures a modern, silver 3D sign mounted on a plain gray wall, set against a red brick building facade under bright, clear daylight with visible overhead power lines., captions are '절대싫증안나' at center."
싫증없는메뉴,싫,(ㅀ|jong),173,"Realistic Korean street photograph. The image shows a close-up of a building facade with a white signboard featuring Korean text, an LG air conditioning unit mounted on the wall, and a window with a green-tinted glass pane, all under bright, even daylight., captions shown in the snapshot are '싫증없는메뉴' in bottom left."
싫을리없는맛,싫,(ㅀ|jong),173,"Realistic Korean street photograph. A low-angle shot captures the facade of a building with dark green-framed windows, partially obscured by the bare branches of a tree, under diffuse, overcast lighting., content of the text in the graphic is '싫을리없는맛' located on bottom left."
싫증없어요,싫,(ㅀ|jong),173,"Realistic Korean street photograph. A close-up shot of a light-colored metal sign mounted on the facade of a brick building, positioned directly below a dark window, under even, diffused lighting that suggests an overcast day or nighttime with artificial illumination., the written materials on the picture: '싫증없어요' at bottom."
싫지않은자극,싫,(ㅀ|jong),173,"Realistic Korean street photograph. A close-up shot of a white sign mounted on a building, featuring a teal logo, under bright, even daylight with no visible weather effects., that reads '싫지않은자극' in center."
부엌이야기,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A bright yellow sign is mounted on the side of a building under an overcast sky, featuring a cartoon fox and a logo, with a glimpse of a concrete ledge and wires above., captions are '부엌이야기' placed in bottom."
당신의부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A bright yellow and red real estate sign is mounted on the side of a modern building in an urban setting, with a streetlamp and a flag visible against a clear sky., captions shown in the snapshot are '당신의부엌' positioned in top."
시골부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A weathered orange sign is mounted on the facade of a building, set against a backdrop of large windows and overhead utility wires under an overcast sky., these texts are written on it: '시골부엌' located in left."
엄마의부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A modern building facade with a glass curtain wall and dark metal framing, featuring a prominent illuminated sign and a logo, under bright, clear daylight., that reads '엄마의부엌' placed in center."
할머니부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A brightly lit, colorful sign for a café is mounted on a dark building facade at night, framed by rows of white LED lights against a black sky., texts that say '할머니부엌' on middle."
작은부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A close-up shot of a restaurant sign on a building facade, featuring large red and brown lettering against a white background, with a red arrow above indicating the second floor, and two red globe lights hanging below; the scene is captured under overcast, diffused daylight., content of the text in the graphic is '작은부엌' located on middle."
우리부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. The image shows the illuminated signage of a multi-story building at night, featuring a glowing neon sign on a dark facade with green-tinted windows, under a larger sign with characters, all set against a dark urban backdrop with no visible weather effects., the written materials on the picture: '우리부엌' placed in bottom."
바른부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A bright yellow and blue storefront sign with Korean text and a phone number is mounted on a building with a window and blinds, under clear, sunny daylight., texts that say '바른부엌' positioned in middle."
정직한부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A clean, modern storefront with a white wall, wooden door and window frames, and a gold reflective panel above, set against a narrow alleyway with red brick walls and a wooden deck under bright, even daylight., that reads '정직한부엌' placed in right."
맛있는부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A close-up shot of a red sign mounted on a brick wall, likely at a storefront, under artificial lighting at night., that reads '맛있는부엌' in center."
행복한부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A weathered storefront with a white sign displaying characters and a phone number, set against a gray stone facade above a closed metal roll-down shutter, under an overcast sky with visible power lines and a distant building., the written materials on the picture: '행복한부엌' positioned at left."
따뜻한부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A colorful, stylized Korean sign is mounted on a white panel against a dark brick wall, with a small white outdoor light fixture and a metallic lamp below, suggesting an evening or nighttime urban setting., these texts are written on it: '따뜻한부엌' located on left."
나의부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A weathered white sign is mounted on the brick facade of a building, with bare tree branches casting shadows across it under bright, direct sunlight., captions are '나의부엌' positioned at middle."
소박한부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A bright green storefront sign with Korean text and a phone number is mounted on a brick wall under a blue awning, with a purple-painted wall and an electronic display visible above, suggesting a daytime urban street scene., textual material depicted in the image are '소박한부엌' located at middle."
예쁜부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A dark, glossy signboard mounted on a brick wall at night, featuring large characters, a cartoon chef logo, and a phone number, illuminated by artificial lighting against a dark, urban backdrop., captions shown in the snapshot are '예쁜부엌' placed at middle."
정성부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A close-up shot of a white sign mounted on a dark gray stone building facade, with a cylindrical outdoor light fixture above and a blue sign to the left, under an overcast sky., texts that say '정성부엌' on left."
건강한부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. At night, a brightly lit sign with characters and a glowing cross is mounted on the facade of a modern building, with dark windows and balconies visible above against a dimly lit urban backdrop., textual material depicted in the image are '건강한부엌' placed in left."
깔끔한부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A close-up shot of a modern storefront sign with bold, colorful lettering mounted on a gray granite facade, set against a backdrop of a multi-story residential building under bright, clear daylight., with the words of '깔끔한부엌' placed on center."
고향부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A close-up shot of a closed storefront with a metal roll-down shutter, featuring a white sign with dark characters above it, under a blue awning, in what appears to be overcast daylight., content of the text in the graphic is '고향부엌' located at top."
자연부엌,부엌,(ㅋ|jong),177,"Realistic Korean street photograph. A white sign for a hair salon with Korean text is mounted on a textured stone or concrete wall, likely on the exterior of a building, under bright, even daylight., with the words of '자연부엌' located in middle."
값진한끼,값,(ㅄ|jong),676,"Realistic Korean street photograph. A close-up shot of a building's exterior wall, featuring a window with one pane covered by a dark screen and the other showing a light blue curtain, set against gray stone cladding with black lettering mounted below it., content of the text in the graphic is '값진한끼' in bottom."
제값합니다,값,(ㅄ|jong),676,"Realistic Korean street photograph. A street-level view of a Korean storefront with a large white sign featuring bold Korean text, mounted on a dark gray stone building, with a white car partially visible in the foreground and a blue address plaque reading on the wall., captions shown in the snapshot are '제값합니다' placed at middle."
값어치있는식사,값,(ㅄ|jong),676,"Realistic Korean street photograph. A close-up shot of a storefront sign with bold yellow and pink lettering mounted on a dark gray metal panel, set against a brick wall and window above, under bright daylight., with the words of '값어치있는식사' located on left."
착한값,값,(ㅄ|jong),676,"Realistic Korean street photograph. A large, square, teal sign with a cream-colored character is mounted on the exterior of a modern building with blue-tinted glass windows and pinkish-brown tiled accents, under an overcast sky., content and position of the texts are '착한값' on center."
합리적인값,값,(ㅄ|jong),676,"Realistic Korean street photograph. A close-up shot of a green sign with Korean text, likely part of an outdoor advertisement or directional sign, set against a plain background with no visible surrounding structures or environmental context., that reads '합리적인값' positioned at middle."
값이착해요,값,(ㅄ|jong),676,"Realistic Korean street photograph. A storefront sign is mounted on a building with beige tiled walls, featuring colorful letter blocks, with large glass windows below reflecting the overcast sky., the written materials on the picture: '값이착해요' at right."
제대로된값,값,(ㅄ|jong),676,"Realistic Korean street photograph. A close-up shot captures a purple sign with bold black lettering, framed by a metal border and mounted on a building facade under bright, even daylight., the written materials on the picture: '제대로된값' on center."
가성비좋은값,값,(ㅄ|jong),676,"Realistic Korean street photograph. Three stylized, white, 3D characters with black outlines are mounted on a metal grid over a wall of rough, light-brown stones, under an overcast sky., texts that say '가성비좋은값' placed on center."
값싸고맛있는,값,(ㅄ|jong),676,"Realistic Korean street photograph. A brightly lit, yellow neon sign with black characters is mounted above a storefront entrance, set against a dark brick wall and a dimly lit street scene at night., captions are '값싸고맛있는' in center."
없어서못팝니다,없,(ㅄ|jong),676,"Realistic Korean street photograph. A close-up shot captures bold, yellow characters mounted on a red bar against a textured stone wall of a modern building, with the glass facade above reflecting bare tree branches against a clear blue sky, suggesting a crisp, sunny day., the written materials on the picture: '없어서못팝니다' positioned at center."
자리없음,없,(ㅄ|jong),676,"Realistic Korean street photograph. A close-up shot of a building facade in a city, featuring large, red characters mounted on a gray stone wall beneath a row of reflective windows, with a bare tree trunk on the left and a utility pole on the right, suggesting a cool, overcast day., textual material depicted in the image are '자리없음' at center."
빈자리없음,없,(ㅄ|jong),676,"Realistic Korean street photograph. A close-up shot of a weathered, multi-tiered business sign mounted on a building facade, featuring bold red and black lettering against a wooden and beige background, with a tree visible to the right under overcast, diffused daylight., these texts are written on it: '빈자리없음' positioned at center."
웨이팅없음,없,(ㅄ|jong),676,"Realistic Korean street photograph. A close-up shot of a building facade under an overcast sky, featuring multiple signs for a music academy and a medical clinic, mounted on concrete walls and framed by windows, with no visible street or surrounding environment., these texts are written on it: '웨이팅없음' positioned at top left."
인공첨가물없음,없,(ㅄ|jong),676,"Realistic Korean street photograph. The image captures a close-up of brightly colored storefront signs under natural daylight, featuring bold lettering on a yellow facade and a blue banner above, with visible wiring and a glimpse of the building's corner suggesting an urban street environment., these texts are written on it: '인공첨가물없음' placed in left."
방부제없는빵,없,(ㅄ|jong),676,"Realistic Korean street photograph. The image shows a close-up of a brightly lit storefront sign at night, featuring red lettering on a white background, with a red awning and illuminated lights below, set against a dark urban backdrop., with the words of '방부제없는빵' positioned on center."
맛없을리없어,없,(ㅄ|jong),676,"Realistic Korean street photograph. The image shows a close-up of a storefront sign mounted on a building facade with horizontal metal bars and blue-tinted windows, under bright, even daylight that suggests a clear, sunny day., with the words of '맛없을리없어' placed at middle."
거짓없는맛,없,(ㅄ|jong),676,"Realistic Korean street photograph. A close-up shot captures white, three-dimensional characters mounted on a textured, salmon-pink stucco wall beneath a white-framed window, illuminated by bright, direct sunlight that casts soft shadows, suggesting a clear, sunny day., captions shown in the snapshot are '거짓없는맛' on center."
꾸밈없는식당,없,(ㅄ|jong),676,"Realistic Korean street photograph. A close-up shot captures a weathered, light-gray tiled building facade, where a red and gold sign for a Korean business is mounted, with visible stains and wear suggesting an urban outdoor setting under natural daylight., captions shown in the snapshot are '꾸밈없는식당' in center."
기다림없는식당,없,(ㅄ|jong),676,"Realistic Korean street photograph. A close-up shot of a maroon sign mounted on a weathered, light-colored building facade, with a security camera and windows visible in the surrounding urban environment under diffuse, overcast lighting., content and position of the texts are '기다림없는식당' positioned at middle."
걱정없는한끼,없,(ㅄ|jong),676,"Realistic Korean street photograph. A low-angle shot captures a weathered blue sign mounted on the brick facade of a building, with sunlight casting shadows across the surface and a red-striped awning visible below., the written materials on the picture: '걱정없는한끼' positioned on middle."
대기않아도됩니다,않,(ㄶ|jong),730,"Realistic Korean street photograph. A weathered, light green building facade features a white sign with a blue circular logo, mounted above a metal awning, under diffuse, overcast lighting., content of the text in the graphic is '대기않아도됩니다' on center."
기다리지않아도돼요,않,(ㄶ|jong),730,"Realistic Korean street photograph. A close-up shot of a white sign with blue text mounted on a building facade, featuring a blue horizontal stripe and tiled wall above, under even, diffused lighting suggesting an overcast day., captions are '기다리지않아도돼요' on center."
실망하지않을집,않,(ㄶ|jong),730,"Realistic Korean street photograph. A weathered, white outdoor sign with colorful lettering and a cartoon illustration of a singer is mounted on a building facade under bright, direct sunlight, casting a distinct shadow across its surface., captions are '실망하지않을집' positioned on center."
후회하지않을맛,않,(ㄶ|jong),730,"Realistic Korean street photograph. A close-up shot of a brown storefront sign with wheat-themed graphics, mounted above a red awning under bright, even daylight., these texts are written on it: '후회하지않을맛' positioned in center."
망설이지않아도돼,않,(ㄶ|jong),730,"Realistic Korean street photograph. A nighttime street view shows a blue sign mounted on a concrete wall above a glass storefront, illuminated by artificial lights with reflections visible on the glass, and a faint glow from a nearby streetlamp., captions shown in the snapshot are '망설이지않아도돼' placed in middle."
따지지않는가격,않,(ㄶ|jong),730,"Realistic Korean street photograph. A weathered, gray stone building with large, grimy windows and a faded blue sign, set against a partly cloudy sky with a neighboring house and tree visible in the background., textual material depicted in the image are '따지지않는가격' placed at middle."
괜찮아요,찮,(ㄶ|jong),730,"Realistic Korean street photograph. The image shows the exterior of a Korean restaurant with a wooden sign featuring colorful, three-dimensional characters and a pink circular logo with a potato graphic, mounted above glass display cases against a brick wall under an overcast sky., these texts are written on it: '괜찮아요' positioned on left."
다괜찮아요,찮,(ㄶ|jong),730,"Realistic Korean street photograph. The image shows a low-angle view of a modern building facade with large glass panels and a prominent blue-and-white sign, captured under bright, direct sunlight that casts sharp shadows, suggesting a clear, sunny day., content of the text in the graphic is '다괜찮아요' located at center."
뭐든괜찮아,찮,(ㄶ|jong),730,"Realistic Korean street photograph. A close-up shot captures a white sign with bold black calligraphy and a decorative row of musical notes along its bottom edge, mounted on a light-colored building facade under bright, direct sunlight that casts a sharp shadow., with the words of '뭐든괜찮아' positioned at middle."
괜찮은가게,찮,(ㄶ|jong),730,"Realistic Korean street photograph. A bright pink storefront sign is mounted above a glass entrance, illuminated by overhead lights against a backdrop of a building with dark-framed windows, suggesting an urban setting under clear, daytime conditions., with the words of '괜찮은가게' placed in middle."
좀괜찮은집,찮,(ㄶ|jong),730,"Realistic Korean street photograph. A low-angle shot captures a bright red storefront awning with large white lettering against a backdrop of a modern building with curved glass windows and bare tree branches, under an overcast sky with visible power lines., content and position of the texts are '좀괜찮은집' positioned on middle."
끊임없이맛있어,끊,(ㄶ|jong),730,"Realistic Korean street photograph. A brightly lit green neon sign shaped like a house frame is mounted above a doorway, glowing against the dark night sky., texts that say '끊임없이맛있어' located at center."
끊기지않는맛,끊,(ㄶ|jong),730,"Realistic Korean street photograph. A close-up shot captures a dark green awning with white lettering, mounted above what appears to be a storefront entrance, under even, diffused daylight suggesting an overcast sky or shaded location., content of the text in the graphic is '끊기지않는맛' in center."
끊을수없는맛,끊,(ㄶ|jong),730,"Realistic Korean street photograph. A bright red restaurant sign with food images is mounted on a building under a clear, sunny sky, with a plastic-covered awning below and corrugated metal siding visible above., these texts are written on it: '끊을수없는맛' placed at center."
끊어지지않는정,끊,(ㄶ|jong),730,"Realistic Korean street photograph. The image shows the exterior of a building at night, featuring a prominent sign mounted on a stone facade above a glass storefront, illuminated by artificial lighting with no visible weather conditions., with the words of '끊어지지않는정' located at center."
끊임없는정성,끊,(ㄶ|jong),730,"Realistic Korean street photograph. A close-up shot of a purple storefront sign with white lettering, mounted on a weathered pink and beige building facade under overcast, diffused daylight., the written materials on the picture: '끊임없는정성' located on center."
끊지못하는단골집,끊,(ㄶ|jong),730,"Realistic Korean street photograph. A bright red restaurant sign with Korean and English text is mounted on the brick facade of a building, positioned below a large window, under clear, sunny skies., content and position of the texts are '끊지못하는단골집' placed at bottom."
안끊기는웨이파이,끊,(ㄶ|jong),730,"Realistic Korean street photograph. A close-up shot captures a dark blue restaurant sign with white lettering and a fork-and-plate icon, mounted on a wall that transitions from light-colored siding to red brick, with a small white globe light fixture above it under bright, clear daylight., content of the text in the graphic is '안끊기는웨이파이' positioned at bottom."
한번끊기면안돼,끊,(ㄶ|jong),730,"Realistic Korean street photograph. A close-up shot captures a bright orange sign with large green characters, mounted on a building facade under even, diffused lighting, suggesting an overcast day or shaded urban environment., captions shown in the snapshot are '한번끊기면안돼' on middle."
삶의한끼,삶,(ㄻ|jong),794,"Realistic Korean street photograph. A close-up shot of a bright blue storefront sign with large red and white lettering, mounted on a brick building under overcast daylight., content of the text in the graphic is '삶의한끼' placed on left."
삶은달걀,삶,(ㄻ|jong),794,"Realistic Korean street photograph. A close-up shot shows a weathered wooden signboard with Korean characters and a red phone number plaque, mounted on a building facade under natural daylight., the written materials on the picture: '삶은달걀' in center."
삶은돼지머리,삶,(ㄻ|jong),794,"Realistic Korean street photograph. The image shows the illuminated, textured stone facade of a restaurant at dusk, featuring signage and a red-and-white striped awning, with warm interior lights glowing through large windows against a darkening sky., content of the text in the graphic is '삶은돼지머리' in left."
삶을담은한그릇,삶,(ㄻ|jong),794,"Realistic Korean street photograph. A close-up shot of several brightly colored business signs mounted on the facade of a building, with visible wiring and pipes against a tiled wall under daylight., content of the text in the graphic is '삶을담은한그릇' located at middle."
삶이맛있어,삶,(ㄻ|jong),794,"Realistic Korean street photograph. At night, a brightly lit restaurant with a green sign featuring large yellow text and a dumpling graphic is visible, its glass doors and windows reflecting interior lights, with adjacent storefronts and a dark street in the background., captions shown in the snapshot are '삶이맛있어' positioned on left."
행복한삶의식탁,삶,(ㄻ|jong),794,"Realistic Korean street photograph. The image shows the exterior of a modern building with a white facade and large glass windows, under bright daylight that casts clear reflections on the glass surfaces., textual material depicted in the image are '행복한삶의식탁' placed at middle."
삶은국수,삶,(ㄻ|jong),794,"Realistic Korean street photograph. The image shows the exterior of a building with a wooden facade and large glass windows, featuring a sign and a digital clock displaying the time, under bright daylight., captions are '삶은국수' placed at middle."
젊은맛집,젊,(ㄻ|jong),794,"Realistic Korean street photograph. The image shows the facade of a Korean business under an orange awning, with white signs displaying Korean text above and on the glass doors, set against a building with windows and a neutral-colored wall under bright, even daylight., the written materials on the picture: '젊은맛집' in center."
젊음가득,젊,(ㄻ|jong),794,"Realistic Korean street photograph. A bright, sunlit outdoor shot captures a wooden signboard on a building facade, featuring large white characters and a yellow number, with a window and an air conditioning unit visible below., content and position of the texts are '젊음가득' positioned on middle."
젊은입맛,젊,(ㄻ|jong),794,"Realistic Korean street photograph. A bright, red storefront sign with large yellow characters and musical notes hangs above a glass door, set against a brick building under an overcast sky., with the words of '젊은입맛' located on center."
젊은감각,젊,(ㄻ|jong),794,"Realistic Korean street photograph. A close-up shot of a brightly colored ice cream shop sign mounted on a dark gray tiled building facade, with a red awning below and a metal railing visible above, under even, diffused daylight suggesting an overcast sky., captions shown in the snapshot are '젊은감각' placed in center."
젊게먹자,젊,(ㄻ|jong),794,"Realistic Korean street photograph. A close-up shot captures a weathered white sign with bold red text, mounted on a building in an urban street setting under bright, clear daylight., textual material depicted in the image are '젊게먹자' placed in middle."
엄마를닮은맛,닮,(ㄻ|jong),794,"Realistic Korean street photograph. A white sign is mounted on the brick facade of a modern building, with large glass windows and a gray tiled wall visible above, under bright, clear daylight., texts that say '엄마를닮은맛' located at middle."
고향을닮은식당,닮,(ㄻ|jong),794,"Realistic Korean street photograph. A large, square, green sign with a white character is mounted on a building facade made of pink and blue tiles, under diffuse, even lighting that suggests an overcast day., with the words of '고향을닮은식당' at center."
자연을닮은빵,닮,(ㄻ|jong),794,"Realistic Korean street photograph. Under a clear blue sky, a weathered sign hangs above the entrance to a building, flanked by a corrugated metal ventilation pipe and a dark awning, with overhead power lines stretching across the frame., these texts are written on it: '자연을닮은빵' in center."
엄마손맛닮은,닮,(ㄻ|jong),794,"Realistic Korean street photograph. A close-up shot captures a Korean sign mounted on a concrete awning of a brick building, with overhead power lines crossing the frame against a backdrop of a clear, bright day., captions are '엄마손맛닮은' at center."
집을닮은카페,닮,(ㄻ|jong),794,"Realistic Korean street photograph. A brightly lit green neon sign is mounted on a brick building facade at night, its glow illuminating the surrounding brickwork and window frame under clear, dark skies., content of the text in the graphic is '집을닮은카페' located in right."
홈메이드케잌,케잌,(ㅋ|jong),177,"Realistic Korean street photograph. A close-up shot captures a peach-colored sign with black lettering mounted on a dark brick wall above a doorway, illuminated by warm, artificial light against a dark background, suggesting an evening or nighttime setting., that reads '홈메이드케잌' located at center."
케잌공방,케잌,(ㅋ|jong),177,"Realistic Korean street photograph. A bright yellow storefront sign with a whale logo is mounted on a white brick building under an overcast sky, with a green awning and glass doors visible below, and a smaller sign with the same logo hanging to the right., captions shown in the snapshot are '케잌공방' located on left."
수제케잌카페,케잌,(ㅋ|jong),177,"Realistic Korean street photograph. At night, a brightly lit storefront with a wooden facade and large glass windows displays text on its sign, while a poster inside features the phrase against a painted backdrop., with the words of '수제케잌카페' placed in middle."
케잌맛집,케잌,(ㅋ|jong),177,"Realistic Korean street photograph. A low-angle shot captures a building's facade under an overcast sky, featuring a bright red sign with large white characters illuminated by a row of small lights, with dark windows and a blue-trimmed roof visible above., captions are '케잌맛집' in bottom."
